Timestamp,Channel,category,intent,Response_Time_ms,Status,CSAT_Rating,Sentiment_Score
2026-05-14 11:45:00,Telegram Bot,ORDER,cancel_order,316,Success,3,0.0
2026-05-01 01:54:00,Telegram Bot,ORDER,cancel_order,537,Success,3,0.0
2026-05-22 11:09:00,Telegram Bot,ORDER,cancel_order,750,Success,3,0.0
2026-05-27 14:50:00,WhatsApp Banking,ORDER,cancel_order,465,Success,3,0.0
2026-05-23 18:47:00,Telegram Bot,ORDER,cancel_order,163,Success,3,0.0
2026-05-14 19:29:00,WhatsApp Banking,ORDER,cancel_order,391,Success,3,0.0
2026-05-20 20:23:00,Mobile App,ORDER,cancel_order,926,Success,3,0.0
2026-05-23 00:20:00,WhatsApp Banking,ORDER,cancel_order,714,Timeout,3,0.0
2026-05-12 18:00:00,Web Chat,ORDER,cancel_order,1047,Success,3,0.0
2026-05-22 03:49:00,Telegram Bot,ORDER,cancel_order,241,Success,3,0.0
2026-05-08 14:50:00,Mobile App,ORDER,cancel_order,1105,Success,3,0.0
2026-05-05 05:19:00,Telegram Bot,ORDER,cancel_order,658,Success,3,0.0
2026-05-06 05:22:00,Web Chat,ORDER,cancel_order,925,Success,3,0.0
2026-05-15 14:35:00,Telegram Bot,ORDER,cancel_order,184,Success,3,0.0
2026-05-25 04:16:00,WhatsApp Banking,ORDER,cancel_order,355,Success,3,0.0
2026-05-10 03:48:00,Telegram Bot,ORDER,cancel_order,1175,Success,3,0.0
2026-05-04 20:27:00,WhatsApp Banking,ORDER,cancel_order,1171,Success,3,0.0
2026-05-16 03:37:00,Telegram Bot,ORDER,cancel_order,715,Success,3,0.0
2026-05-12 02:07:00,WhatsApp Banking,ORDER,cancel_order,852,Success,3,0.0
2026-05-21 13:05:00,WhatsApp Banking,ORDER,cancel_order,551,Success,3,0.0
2026-05-06 04:28:00,Web Chat,ORDER,cancel_order,879,Success,3,0.0
2026-05-06 06:49:00,WhatsApp Banking,ORDER,cancel_order,311,Success,3,0.0
2026-05-12 03:20:00,WhatsApp Banking,ORDER,cancel_order,351,Success,3,0.0
2026-05-16 01:06:00,Telegram Bot,ORDER,cancel_order,1145,Success,3,0.0
2026-05-05 00:35:00,WhatsApp Banking,ORDER,cancel_order,419,Success,3,0.0
2026-05-26 06:33:00,Telegram Bot,ORDER,cancel_order,965,System Error,3,0.0
2026-05-12 03:53:00,Mobile App,ORDER,cancel_order,605,Success,3,0.0
2026-05-15 05:21:00,Telegram Bot,ORDER,cancel_order,1166,Success,3,0.0
2026-05-17 04:33:00,WhatsApp Banking,ORDER,cancel_order,445,Success,3,0.0
2026-05-08 22:26:00,WhatsApp Banking,ORDER,cancel_order,869,Success,3,0.0
2026-05-07 14:13:00,Telegram Bot,ORDER,cancel_order,487,Success,3,0.0
2026-05-04 09:58:00,WhatsApp Banking,ORDER,cancel_order,1028,Success,3,0.0
2026-05-30 02:22:00,Telegram Bot,ORDER,cancel_order,941,Success,3,0.0
2026-05-11 09:59:00,Telegram Bot,ORDER,cancel_order,366,Success,3,0.0
2026-05-05 06:55:00,Web Chat,ORDER,cancel_order,913,Success,3,0.0
2026-05-18 01:20:00,Telegram Bot,ORDER,cancel_order,337,Success,3,0.0
2026-05-09 01:52:00,WhatsApp Banking,ORDER,cancel_order,529,Success,3,0.0
2026-05-01 12:57:00,WhatsApp Banking,ORDER,cancel_order,642,Success,3,0.0
2026-05-22 15:50:00,WhatsApp Banking,ORDER,cancel_order,164,Success,3,0.0
2026-05-24 00:18:00,Telegram Bot,ORDER,cancel_order,214,Success,3,0.0
2026-05-12 10:45:00,WhatsApp Banking,ORDER,cancel_order,670,Success,3,0.0
2026-05-28 09:10:00,Telegram Bot,ORDER,cancel_order,797,Success,3,0.0
2026-05-04 06:04:00,WhatsApp Banking,ORDER,cancel_order,742,Success,3,0.0
2026-05-14 07:06:00,Web Chat,ORDER,cancel_order,541,Success,3,0.0
2026-05-05 22:58:00,Telegram Bot,ORDER,cancel_order,568,Success,3,0.0
2026-05-13 21:27:00,Mobile App,ORDER,cancel_order,438,Success,3,0.0
2026-05-26 22:14:00,Telegram Bot,ORDER,cancel_order,528,Success,3,0.0
2026-05-30 20:54:00,Telegram Bot,ORDER,cancel_order,380,Success,3,0.0
2026-05-07 05:29:00,Telegram Bot,ORDER,cancel_order,1167,Success,3,0.0
2026-05-29 17:15:00,Telegram Bot,ORDER,cancel_order,190,Success,3,0.0
2026-05-06 07:06:00,Telegram Bot,ORDER,cancel_order,284,Success,3,0.0
2026-05-18 17:08:00,Telegram Bot,ORDER,cancel_order,350,Success,3,0.0
2026-05-29 13:13:00,WhatsApp Banking,ORDER,cancel_order,929,Success,3,0.0
2026-05-18 01:40:00,Telegram Bot,ORDER,cancel_order,1079,Success,3,0.0
2026-05-29 09:22:00,Telegram Bot,ORDER,cancel_order,652,Success,3,0.0
2026-05-01 12:54:00,Telegram Bot,ORDER,cancel_order,556,Success,3,0.0
2026-05-06 08:06:00,Mobile App,ORDER,cancel_order,954,Success,3,0.0
2026-05-19 01:42:00,Telegram Bot,ORDER,cancel_order,248,Success,3,0.0
2026-05-14 01:07:00,Web Chat,ORDER,cancel_order,833,Success,3,0.0
2026-05-28 13:05:00,Telegram Bot,ORDER,cancel_order,875,Success,3,0.0
2026-05-03 06:13:00,Telegram Bot,ORDER,cancel_order,1110,Success,3,0.0
2026-05-20 09:09:00,Telegram Bot,ORDER,cancel_order,762,Success,3,0.0
2026-05-03 02:28:00,Telegram Bot,ORDER,cancel_order,792,Success,3,0.0
2026-05-22 08:01:00,Mobile App,ORDER,cancel_order,1178,Success,3,0.0
2026-05-28 17:26:00,WhatsApp Banking,ORDER,cancel_order,652,Success,3,0.0
2026-05-01 09:38:00,Telegram Bot,ORDER,cancel_order,916,Success,3,0.0
2026-05-06 18:14:00,Telegram Bot,ORDER,cancel_order,547,Success,3,0.0
2026-05-13 06:37:00,Telegram Bot,ORDER,cancel_order,1020,Success,3,0.0
2026-05-26 20:08:00,Web Chat,ORDER,cancel_order,944,Success,3,0.0
2026-05-17 08:04:00,Mobile App,ORDER,cancel_order,542,Success,3,0.0
2026-05-13 18:44:00,WhatsApp Banking,ORDER,cancel_order,356,Success,3,0.0
2026-05-20 06:55:00,WhatsApp Banking,ORDER,cancel_order,1188,Timeout,3,0.0
2026-05-30 11:59:00,Mobile App,ORDER,cancel_order,1041,Success,3,0.0
2026-05-10 17:43:00,WhatsApp Banking,ORDER,cancel_order,1013,Success,3,0.0
2026-05-04 00:25:00,Mobile App,ORDER,cancel_order,892,Success,3,0.0
2026-05-14 00:21:00,WhatsApp Banking,ORDER,cancel_order,713,Success,3,0.0
2026-05-02 03:40:00,Telegram Bot,ORDER,cancel_order,1170,Success,3,0.0
2026-05-29 12:15:00,WhatsApp Banking,ORDER,cancel_order,245,Success,3,0.0
2026-05-09 10:02:00,WhatsApp Banking,ORDER,cancel_order,634,Success,3,0.0
2026-05-03 23:50:00,WhatsApp Banking,ORDER,cancel_order,380,Success,3,0.0
2026-05-20 20:45:00,Telegram Bot,ORDER,cancel_order,898,Success,3,0.0
2026-05-19 14:34:00,WhatsApp Banking,ORDER,cancel_order,690,Success,3,0.0
2026-05-05 20:46:00,Telegram Bot,ORDER,cancel_order,674,Success,3,0.0
2026-05-14 17:29:00,Telegram Bot,ORDER,cancel_order,727,Success,3,0.0
2026-05-03 03:46:00,WhatsApp Banking,ORDER,cancel_order,831,Success,3,0.0
2026-05-08 23:42:00,WhatsApp Banking,ORDER,cancel_order,706,System Error,3,0.0
2026-05-13 16:12:00,WhatsApp Banking,ORDER,cancel_order,1162,Success,3,0.0
2026-05-15 09:13:00,Web Chat,ORDER,cancel_order,795,Success,3,0.0
2026-05-17 12:02:00,WhatsApp Banking,ORDER,cancel_order,945,Success,3,0.0
2026-05-06 18:49:00,WhatsApp Banking,ORDER,cancel_order,339,Success,3,0.0
2026-05-01 09:19:00,WhatsApp Banking,ORDER,cancel_order,782,Success,3,0.0
2026-05-14 09:08:00,Telegram Bot,ORDER,cancel_order,777,Success,3,0.0
2026-05-16 19:42:00,Mobile App,ORDER,cancel_order,1122,Success,3,0.0
2026-05-30 17:35:00,Telegram Bot,ORDER,cancel_order,859,Timeout,3,0.0
2026-05-27 13:34:00,WhatsApp Banking,ORDER,cancel_order,798,System Error,3,0.0
2026-05-22 02:15:00,Telegram Bot,ORDER,cancel_order,467,Success,3,0.0
2026-05-13 03:23:00,Telegram Bot,ORDER,cancel_order,833,Success,3,0.0
2026-05-04 21:13:00,Telegram Bot,ORDER,cancel_order,813,Success,3,0.0
2026-05-17 05:02:00,WhatsApp Banking,ORDER,cancel_order,591,Success,3,0.0
2026-05-18 04:26:00,Telegram Bot,ORDER,cancel_order,713,Success,3,0.0
2026-05-20 19:58:00,Telegram Bot,ORDER,cancel_order,1101,Success,3,0.0
2026-05-08 05:17:00,WhatsApp Banking,ORDER,cancel_order,848,Success,3,0.0
2026-05-05 19:07:00,Telegram Bot,ORDER,cancel_order,262,Success,3,0.0
2026-05-04 04:10:00,Telegram Bot,ORDER,cancel_order,151,Success,3,0.0
2026-05-29 14:06:00,Telegram Bot,ORDER,cancel_order,791,Success,3,0.0
2026-05-12 14:51:00,WhatsApp Banking,ORDER,cancel_order,369,Success,3,-0.2
2026-05-21 22:39:00,WhatsApp Banking,ORDER,cancel_order,1004,Success,3,0.0
2026-05-08 18:49:00,Mobile App,ORDER,cancel_order,534,Success,3,0.0
2026-05-24 09:15:00,Telegram Bot,ORDER,cancel_order,879,Success,3,0.0
2026-05-16 00:39:00,Telegram Bot,ORDER,cancel_order,396,Success,3,0.0
2026-05-29 04:04:00,Telegram Bot,ORDER,cancel_order,985,Success,3,0.0
2026-05-07 22:23:00,Web Chat,ORDER,cancel_order,352,Success,3,0.0
2026-05-25 10:31:00,WhatsApp Banking,ORDER,cancel_order,272,Success,3,0.0
2026-05-09 06:13:00,WhatsApp Banking,ORDER,cancel_order,550,Success,3,0.0
2026-05-28 08:48:00,Web Chat,ORDER,cancel_order,916,Success,3,0.0
2026-05-06 22:23:00,Telegram Bot,ORDER,cancel_order,443,Success,3,0.0
2026-05-19 13:11:00,Telegram Bot,ORDER,cancel_order,429,Success,3,0.0
2026-05-16 21:56:00,WhatsApp Banking,ORDER,cancel_order,1033,Success,3,0.0
2026-05-01 19:30:00,Mobile App,ORDER,cancel_order,347,Success,3,0.0
2026-05-03 04:26:00,WhatsApp Banking,ORDER,cancel_order,1131,System Error,3,0.0
2026-05-10 08:27:00,Mobile App,ORDER,cancel_order,901,Success,3,0.0
2026-05-26 00:05:00,WhatsApp Banking,ORDER,cancel_order,293,Success,3,0.0
2026-05-22 11:23:00,Mobile App,ORDER,cancel_order,758,Success,3,0.0
2026-05-19 07:58:00,WhatsApp Banking,ORDER,cancel_order,336,Success,3,0.0
2026-05-24 10:14:00,Telegram Bot,ORDER,cancel_order,613,Success,3,0.0
2026-05-06 08:47:00,WhatsApp Banking,ORDER,cancel_order,809,Success,3,0.0
2026-05-15 13:13:00,WhatsApp Banking,ORDER,cancel_order,913,Success,3,0.0
2026-05-07 04:55:00,WhatsApp Banking,ORDER,cancel_order,1104,Success,3,0.0
2026-05-30 16:34:00,Telegram Bot,ORDER,cancel_order,552,Success,3,0.0
2026-05-30 19:26:00,Telegram Bot,ORDER,cancel_order,296,Success,3,0.0
2026-05-01 13:16:00,Telegram Bot,ORDER,cancel_order,1013,System Error,3,0.0
2026-05-18 22:31:00,Web Chat,ORDER,cancel_order,638,Success,3,0.0
2026-05-19 08:12:00,Telegram Bot,ORDER,cancel_order,1078,Success,3,0.0
2026-05-12 07:16:00,WhatsApp Banking,ORDER,cancel_order,700,Success,3,0.0
2026-05-21 05:04:00,WhatsApp Banking,ORDER,cancel_order,487,Success,3,0.0
2026-05-14 10:56:00,Mobile App,ORDER,cancel_order,1021,Success,3,0.0
2026-05-18 10:02:00,Mobile App,ORDER,cancel_order,790,Success,3,0.0
2026-05-10 05:16:00,Web Chat,ORDER,cancel_order,622,Success,3,0.0
2026-05-09 08:13:00,WhatsApp Banking,ORDER,cancel_order,300,Success,3,0.0
2026-05-23 15:11:00,Mobile App,ORDER,cancel_order,412,Timeout,3,0.0
2026-05-14 09:14:00,Telegram Bot,ORDER,cancel_order,293,Success,3,0.0
2026-05-15 11:17:00,WhatsApp Banking,ORDER,cancel_order,495,System Error,3,0.0
2026-05-20 13:49:00,Mobile App,ORDER,cancel_order,773,Success,3,0.0
2026-05-29 20:54:00,Telegram Bot,ORDER,cancel_order,1166,Success,3,0.0
2026-05-15 07:23:00,Mobile App,ORDER,cancel_order,1030,Success,3,0.0
2026-05-08 18:48:00,Telegram Bot,ORDER,cancel_order,151,Success,3,0.0
2026-05-21 00:21:00,Telegram Bot,ORDER,cancel_order,1046,Success,3,0.0
2026-05-24 09:31:00,Telegram Bot,ORDER,cancel_order,403,Success,3,0.0
2026-05-18 09:15:00,WhatsApp Banking,ORDER,cancel_order,602,Success,3,0.0
2026-05-25 15:59:00,Telegram Bot,ORDER,cancel_order,1164,Success,3,0.0
2026-05-11 15:14:00,Telegram Bot,ORDER,cancel_order,158,Success,3,0.0
2026-05-22 20:27:00,Mobile App,ORDER,cancel_order,965,Success,3,0.0
2026-05-04 20:02:00,Web Chat,ORDER,cancel_order,357,Success,3,0.0
2026-05-22 19:26:00,Telegram Bot,ORDER,cancel_order,553,Success,3,0.0
2026-05-30 05:07:00,WhatsApp Banking,ORDER,cancel_order,301,Success,3,0.0
2026-05-07 02:45:00,WhatsApp Banking,ORDER,cancel_order,203,Success,3,0.0
2026-05-14 23:42:00,Telegram Bot,ORDER,cancel_order,777,Success,3,0.0
2026-05-14 13:03:00,WhatsApp Banking,ORDER,cancel_order,736,Success,3,0.0
2026-05-09 01:24:00,WhatsApp Banking,ORDER,cancel_order,253,Success,3,0.0
2026-05-02 16:36:00,WhatsApp Banking,ORDER,cancel_order,403,Success,3,0.0
2026-05-19 00:07:00,Mobile App,ORDER,cancel_order,659,Success,3,0.0
2026-05-04 05:30:00,WhatsApp Banking,ORDER,cancel_order,248,Success,3,0.0
2026-05-11 13:45:00,Telegram Bot,ORDER,cancel_order,302,Success,3,0.0
2026-05-30 22:28:00,WhatsApp Banking,ORDER,cancel_order,1063,Success,3,0.0
2026-05-07 01:31:00,WhatsApp Banking,ORDER,cancel_order,1027,Success,3,0.0
2026-05-13 11:53:00,WhatsApp Banking,ORDER,cancel_order,487,Success,3,0.0
2026-05-20 21:57:00,WhatsApp Banking,ORDER,cancel_order,971,Success,3,0.0
2026-05-28 13:01:00,WhatsApp Banking,ORDER,cancel_order,1106,Success,3,0.0
2026-05-14 04:03:00,Telegram Bot,ORDER,cancel_order,310,Success,3,0.0
2026-05-13 11:47:00,WhatsApp Banking,ORDER,cancel_order,950,Success,2,-0.6
2026-05-04 22:22:00,WhatsApp Banking,ORDER,cancel_order,547,Success,3,0.0
2026-05-26 00:17:00,Mobile App,ORDER,cancel_order,965,Success,3,0.0
2026-05-04 21:07:00,WhatsApp Banking,ORDER,cancel_order,550,Success,3,0.0
2026-05-03 00:24:00,Telegram Bot,ORDER,cancel_order,789,Success,3,0.0
2026-05-22 06:03:00,WhatsApp Banking,ORDER,cancel_order,837,Success,3,0.0
2026-05-07 01:51:00,Telegram Bot,ORDER,cancel_order,609,Success,3,0.0
2026-05-17 20:35:00,Telegram Bot,ORDER,cancel_order,1104,Success,3,0.0
2026-05-27 02:48:00,WhatsApp Banking,ORDER,cancel_order,619,Success,3,0.0
2026-05-05 08:20:00,Telegram Bot,ORDER,cancel_order,1195,Success,3,0.0
2026-05-14 11:54:00,Telegram Bot,ORDER,cancel_order,899,Success,3,0.0
2026-05-25 17:31:00,Telegram Bot,ORDER,cancel_order,187,Success,3,0.0
2026-05-26 05:18:00,Mobile App,ORDER,cancel_order,379,Success,3,0.0
2026-05-25 14:48:00,Telegram Bot,ORDER,cancel_order,712,Success,3,0.0
2026-05-28 21:44:00,WhatsApp Banking,ORDER,cancel_order,587,Success,3,0.0
2026-05-10 00:40:00,WhatsApp Banking,ORDER,cancel_order,176,Timeout,3,0.0
2026-05-10 05:09:00,WhatsApp Banking,ORDER,cancel_order,375,Success,3,0.0
2026-05-11 01:46:00,Telegram Bot,ORDER,cancel_order,947,Success,3,0.0
2026-05-11 11:44:00,WhatsApp Banking,ORDER,cancel_order,433,Success,3,0.0
2026-05-19 06:37:00,Telegram Bot,ORDER,cancel_order,1028,Timeout,3,0.0
2026-05-26 02:56:00,Telegram Bot,ORDER,cancel_order,1109,Success,3,0.0
2026-05-19 04:39:00,Telegram Bot,ORDER,cancel_order,602,Success,3,0.0
2026-05-02 00:40:00,Telegram Bot,ORDER,cancel_order,1169,System Error,3,0.0
2026-05-09 02:17:00,Mobile App,ORDER,cancel_order,965,Success,3,0.0
2026-05-16 02:48:00,WhatsApp Banking,ORDER,cancel_order,808,System Error,3,0.0
2026-05-30 07:52:00,Telegram Bot,ORDER,cancel_order,696,Success,3,0.0
2026-05-30 12:28:00,Web Chat,ORDER,cancel_order,166,Success,3,0.0
2026-05-27 09:05:00,Telegram Bot,ORDER,cancel_order,307,Success,3,0.0
2026-05-29 19:54:00,WhatsApp Banking,ORDER,cancel_order,626,Success,3,0.0
2026-05-03 11:06:00,Mobile App,ORDER,cancel_order,667,Success,3,0.0
2026-05-09 03:52:00,Mobile App,ORDER,cancel_order,248,Success,3,0.0
2026-05-04 13:44:00,Telegram Bot,ORDER,cancel_order,429,Success,3,0.0
2026-05-26 17:59:00,WhatsApp Banking,ORDER,cancel_order,646,Success,3,0.0
2026-05-07 10:51:00,Telegram Bot,ORDER,cancel_order,451,Success,3,0.0
2026-05-27 21:40:00,Telegram Bot,ORDER,cancel_order,330,Timeout,3,0.0
2026-05-06 10:35:00,WhatsApp Banking,ORDER,cancel_order,756,Success,3,0.0
2026-05-21 23:41:00,Mobile App,ORDER,cancel_order,849,Success,3,0.0
2026-05-24 06:00:00,Telegram Bot,ORDER,cancel_order,1142,Success,3,0.0
2026-05-15 06:28:00,Telegram Bot,ORDER,cancel_order,340,Success,3,0.0
2026-05-04 10:56:00,Telegram Bot,ORDER,cancel_order,402,Success,3,0.0
2026-05-28 09:16:00,Telegram Bot,ORDER,cancel_order,1130,Success,3,0.0
2026-05-30 05:08:00,Telegram Bot,ORDER,cancel_order,1077,Success,3,0.0
2026-05-19 16:13:00,Web Chat,ORDER,cancel_order,277,Success,3,0.0
2026-05-28 14:49:00,Telegram Bot,ORDER,cancel_order,167,Success,3,0.0
2026-05-24 06:33:00,Telegram Bot,ORDER,cancel_order,715,Success,3,0.0
2026-05-06 21:31:00,WhatsApp Banking,ORDER,cancel_order,719,Success,3,0.0
2026-05-26 23:22:00,Mobile App,ORDER,cancel_order,835,Success,3,0.0
2026-05-27 10:16:00,Mobile App,ORDER,cancel_order,775,Success,3,0.0
2026-05-23 17:24:00,WhatsApp Banking,ORDER,cancel_order,1003,System Error,3,0.0
2026-05-04 19:09:00,Telegram Bot,ORDER,cancel_order,1111,System Error,3,0.0
2026-05-08 19:53:00,Mobile App,ORDER,cancel_order,304,Timeout,3,0.0
2026-05-24 18:07:00,WhatsApp Banking,ORDER,cancel_order,639,Success,3,0.0
2026-05-04 05:57:00,WhatsApp Banking,ORDER,cancel_order,934,Success,3,0.0
2026-05-20 09:29:00,Web Chat,ORDER,cancel_order,395,Success,3,0.0
2026-05-24 23:19:00,Mobile App,ORDER,cancel_order,908,Success,3,0.0
2026-05-27 16:40:00,Mobile App,ORDER,cancel_order,687,Success,3,0.0
2026-05-30 20:35:00,Telegram Bot,ORDER,cancel_order,1070,Success,3,0.0
2026-05-20 18:21:00,WhatsApp Banking,ORDER,cancel_order,557,Success,3,0.0
2026-05-21 19:56:00,Web Chat,ORDER,cancel_order,674,Success,3,0.0
2026-05-24 13:45:00,WhatsApp Banking,ORDER,cancel_order,977,Success,3,0.0
2026-05-13 12:19:00,Telegram Bot,ORDER,cancel_order,1052,Success,3,0.0
2026-05-20 04:54:00,WhatsApp Banking,ORDER,cancel_order,185,Success,3,0.0
2026-05-01 11:16:00,Telegram Bot,ORDER,cancel_order,834,Success,3,0.0
2026-05-29 14:27:00,WhatsApp Banking,ORDER,cancel_order,169,System Error,3,0.0
2026-05-21 13:37:00,Mobile App,ORDER,cancel_order,470,Success,3,0.0
2026-05-06 02:41:00,WhatsApp Banking,ORDER,cancel_order,661,Success,3,0.0
2026-05-10 05:07:00,WhatsApp Banking,ORDER,cancel_order,549,Success,3,0.0
2026-05-13 16:41:00,Telegram Bot,ORDER,cancel_order,803,Success,3,0.0
2026-05-13 05:59:00,Mobile App,ORDER,cancel_order,1121,Success,3,0.0
2026-05-03 07:15:00,WhatsApp Banking,ORDER,cancel_order,620,System Error,3,0.0
2026-05-11 10:30:00,WhatsApp Banking,ORDER,cancel_order,983,Success,3,0.0
2026-05-12 13:28:00,WhatsApp Banking,ORDER,cancel_order,876,Success,3,0.0
2026-05-28 15:58:00,Telegram Bot,ORDER,cancel_order,1003,Success,3,0.0
2026-05-14 13:54:00,WhatsApp Banking,ORDER,cancel_order,200,Success,3,0.0
2026-05-14 22:20:00,WhatsApp Banking,ORDER,cancel_order,724,Success,3,0.0
2026-05-15 21:07:00,Web Chat,ORDER,cancel_order,299,Success,3,0.0
2026-05-28 20:13:00,Telegram Bot,ORDER,cancel_order,463,Timeout,3,0.0
2026-05-06 23:06:00,Telegram Bot,ORDER,cancel_order,719,Success,3,0.0
2026-05-29 15:20:00,WhatsApp Banking,ORDER,cancel_order,454,Success,3,0.0
2026-05-05 17:29:00,WhatsApp Banking,ORDER,cancel_order,831,Success,3,0.0
2026-05-20 08:19:00,Telegram Bot,ORDER,cancel_order,987,Success,3,0.0
2026-05-22 18:28:00,Web Chat,ORDER,cancel_order,1152,Success,3,0.0
2026-05-24 03:56:00,Telegram Bot,ORDER,cancel_order,593,Success,3,0.0
2026-05-06 10:39:00,Telegram Bot,ORDER,cancel_order,762,Success,3,0.0
2026-05-20 10:42:00,Telegram Bot,ORDER,cancel_order,1142,Success,3,0.0
2026-05-11 08:21:00,Mobile App,ORDER,cancel_order,413,Success,3,0.0
2026-05-07 03:40:00,Telegram Bot,ORDER,cancel_order,1153,Success,3,0.0
2026-05-02 04:18:00,WhatsApp Banking,ORDER,cancel_order,154,Success,2,-0.4
2026-05-18 10:59:00,WhatsApp Banking,ORDER,cancel_order,923,Success,3,0.0
2026-05-04 15:15:00,WhatsApp Banking,ORDER,cancel_order,1026,Success,3,0.0
2026-05-13 00:11:00,Telegram Bot,ORDER,cancel_order,1141,Success,3,0.0
2026-05-06 17:56:00,WhatsApp Banking,ORDER,cancel_order,1033,Success,3,0.0
2026-05-08 12:04:00,Telegram Bot,ORDER,cancel_order,196,System Error,3,0.0
2026-05-10 11:28:00,Web Chat,ORDER,cancel_order,1016,Success,3,0.0
2026-05-02 02:43:00,Mobile App,ORDER,cancel_order,972,Success,3,0.0
2026-05-05 09:16:00,Telegram Bot,ORDER,cancel_order,1085,Success,3,0.0
2026-05-21 08:16:00,Web Chat,ORDER,cancel_order,805,Success,3,0.0
2026-05-08 01:43:00,Telegram Bot,ORDER,cancel_order,418,Success,3,0.0
2026-05-12 03:36:00,Mobile App,ORDER,cancel_order,519,Success,3,0.0
2026-05-09 17:21:00,WhatsApp Banking,ORDER,cancel_order,785,Success,3,0.0
2026-05-27 18:23:00,WhatsApp Banking,ORDER,cancel_order,806,Success,3,0.0
2026-05-05 16:30:00,Telegram Bot,ORDER,cancel_order,269,System Error,3,0.0
2026-05-22 21:28:00,WhatsApp Banking,ORDER,cancel_order,980,Timeout,3,0.0
2026-05-25 22:40:00,Telegram Bot,ORDER,cancel_order,890,Success,3,0.0
2026-05-29 04:44:00,WhatsApp Banking,ORDER,cancel_order,266,Success,3,0.0
2026-05-05 10:16:00,Telegram Bot,ORDER,cancel_order,940,Success,1,-0.8
2026-05-23 05:36:00,WhatsApp Banking,ORDER,cancel_order,1162,Success,3,0.0
2026-05-04 22:17:00,WhatsApp Banking,ORDER,cancel_order,783,Success,3,0.0
2026-05-04 12:25:00,WhatsApp Banking,ORDER,cancel_order,662,Success,3,0.0
2026-05-19 01:43:00,WhatsApp Banking,ORDER,cancel_order,951,Success,3,0.0
2026-05-23 16:07:00,Telegram Bot,ORDER,cancel_order,709,Success,3,0.0
2026-05-12 03:28:00,Telegram Bot,ORDER,cancel_order,637,Success,3,0.0
2026-05-09 07:03:00,Telegram Bot,ORDER,cancel_order,1046,Success,3,0.0
2026-05-03 05:16:00,Web Chat,ORDER,cancel_order,853,Success,3,0.0
2026-05-12 13:21:00,WhatsApp Banking,ORDER,cancel_order,730,Success,3,0.0
2026-05-12 20:36:00,WhatsApp Banking,ORDER,cancel_order,939,Success,3,0.0
2026-05-07 21:34:00,Mobile App,ORDER,cancel_order,1010,Success,3,0.0
